code,name_fr,etb_code,institution_fr,min1,min1_status,min2,min2_status,min3,min3_status,page
H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers SETIF,E42,ECOLE NORMALE SUPERIEURE DE SETIF,16.11,value,17.17,value,,not_applicable,132
H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MSILA,E42,ECOLE NORMALE SUPERIEURE DE SETIF,16.16,value,16.8,value,,not_applicable,132
I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BATNA,E42,ECOLE NORMALE SUPERIEURE DE SETIF,14.62,value,15.39,value,,not_applicable,132
I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers SETIF,E42,ECOLE NORMALE SUPERIEURE DE SETIF,14.47,value,15.18,value,,not_applicable,132
I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BATNA,E42,ECOLE NORMALE SUPERIEURE DE SETIF,15.73,value,16.57,value,,not_applicable,132
I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers SETIF,E42,ECOLE NORMALE SUPERIEURE DE SETIF,15.13,value,15.95,value,,not_applicable,132
L00PML01,LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliers SETIF,E42,ECOLE NORMALE SUPERIEURE DE SETIF,14.42,value,15.14,value,,not_applicable,132
L00PSL01,LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliers SETIF,E42,ECOLE NORMALE SUPERIEURE DE SETIF,15.22,value,15.99,value,,not_applicable,132
B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers SAIDA,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),14.12,value,14.83,value,,not_applicable,132
B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers MASCARA,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),15.56,value,,none_assigned,,not_applicable,132
B00PML01,SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pour bacheliers EL BAYADH,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),14.09,value,14.09,value,,not_applicable,132
B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers SAIDA,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),15.15,value,15.67,value,,not_applicable,132
B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers MASCARA,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),16.29,value,17.05,value,,not_applicable,132
B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers EL BAYADH,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),15.57,value,15.53,value,,not_applicable,133
C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers SAIDA,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),14.05,value,14.75,value,,not_applicable,133
C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers MASCARA,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),15.74,value,16.64,value,,not_applicable,133
C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers EL BAYADH,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),,NC,,NC,,not_applicable,133
C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers SAIDA,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),15.09,value,16.1,value,,not_applicable,133
C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers SIDIBEL-ABBES,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),15.04,value,15.81,value,,not_applicable,133
C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers EL BAYADH,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),14.56,value,15.23,value,,not_applicable,133
H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers SAIDA,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),13.73,value,14.58,value,,not_applicable,133
H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers SIDIBEL-ABBES,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),13.52,value,14.38,value,,not_applicable,133
H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers EL BAYADH,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),13.63,value,14.13,value,,not_applicable,133
L00PPL01,ARABE (P.E.P) -- pour bacheliers SAIDA,U50,ECOLE NORMALE SUPERIEURE DE SAIDA (E.N.S),,NC,,NC,,not_applicable,133
L00PPL01,ARABE (P.E.P) -- pour bacheliers SKIKDA,B34,UNIVERSITE DE SKIKDA (ECOLE NORMALE SUPERIEURE DE SETIF),14.28,value,15.04,value,,not_applicable,133
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers LAGHOUAT,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.03,value,,none_assigned,,not_applicable,133
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers OUM-EL-BOUAGHI,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers BATNA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.41,value,,none_assigned,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers BEJAIA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers BISKRA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.25,value,,none_assigned,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers BLIDA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers BOUIRA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.95,value,,none_assigned,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers TAMANRASSET,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers TEBESSA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.11,value,,none_assigned,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers TIZI-OUZOU,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers ALGER,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,134
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers JIJEL,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.14,value,,none_assigned,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers SETIF,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.82,value,16.86,value,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers SKIKDA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.44,value,,none_assigned,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers ANNABA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.68,value,,none_assigned,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers GUELMA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),17.09,value,,none_assigned,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers CONSTANTINE,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.88,value,,none_assigned,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers MSILA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.97,value,,none_assigned,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers OUARGLA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers ILLIZI,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers B.B.ARRERIDJ,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.26,value,,none_assigned,,not_applicable,135
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers BOUMERDES,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers ELTARF,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.45,value,,none_assigned,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers EL OUED,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.17,value,,none_assigned,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers KHENCHLA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),17.26,value,,none_assigned,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers SOUK-AHRAS,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),17.16,value,,none_assigned,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers TIPAZA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.3,value,,none_assigned,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers MILA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.59,value,,none_assigned,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers GHARDAIA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.44,value,,none_assigned,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers TIMIMOUN,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.56,value,,none_assigned,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers BORDJ BADJI MOKHTAR,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,136
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers OULED DJELLAL,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.13,value,,none_assigned,,not_applicable,137
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers IN GUEZZAM,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,137
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers TOUGGOURT,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,14.38,value,,not_applicable,137
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers DJANET,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,137
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers EL MGHAIER,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,137
A05PSL01,TECHNIQUE (P.E.S) OPTION : GENIE CIVIL -- pour bacheliers EL MENIAA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,137
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers LAGHOUAT,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,137
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers OUM-EL-BOUAGHI,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.29,value,,none_assigned,,not_applicable,137
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers BATNA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.29,value,,none_assigned,,not_applicable,137
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers BEJAIA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,137
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers BISKRA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.7,value,15.98,value,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers BLIDA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.87,value,,none_assigned,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers BOUIRA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.76,value,,none_assigned,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers TAMANRASSET,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers TEBESSA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.32,value,,none_assigned,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers TIZI-OUZOU,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers ALGER,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers JIJEL,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.31,value,,none_assigned,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers SETIF,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),17.08,value,,none_assigned,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers SKIKDA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.41,value,,none_assigned,,not_applicable,138
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers ANNABA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.59,value,,none_assigned,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers GUELMA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.64,value,16.78,value,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers CONSTANTINE,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.51,value,,none_assigned,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers MSILA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.61,value,,none_assigned,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers OUARGLA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers ILLIZI,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers B.B.ARRERIDJ,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.89,value,,none_assigned,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers BOUMERDES,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.87,value,,none_assigned,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers ELTARF,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.83,value,,none_assigned,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers EL OUED,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.09,value,,none_assigned,,not_applicable,139
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers KHENCHLA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.45,value,,none_assigned,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers SOUK-AHRAS,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.71,value,,none_assigned,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers TIPAZA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers MILA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.39,value,,none_assigned,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers GHARDAIA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers TIMIMOUN,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.4,value,15.16,value,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers BORDJ BADJI MOKHTAR,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers OULED DJELLAL,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.41,value,,none_assigned,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers IN GUEZZAM,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,none_assigned,,none_assigned,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers TOUGGOURT,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.69,value,,none_assigned,,not_applicable,140
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers DJANET,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,141
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers EL MGHAIER,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.04,value,,none_assigned,,not_applicable,141
A08PSL01,TECHNIQUE (P.E.S) OPTION : GENIE DES PROCEDES -- pour bacheliers EL MENIAA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.14,value,,none_assigned,,not_applicable,141
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers LAGHOUAT,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,141
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers OUM-EL-BOUAGHI,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),16.61,value,,none_assigned,,not_applicable,141
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers BATNA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.24,value,16.28,value,,not_applicable,141
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers BEJAIA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.62,value,15.17,value,,not_applicable,141
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers BISKRA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.5,value,14.02,value,,not_applicable,141
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers BLIDA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.88,value,,none_assigned,,not_applicable,141
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers BOUIRA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.45,value,,none_assigned,,not_applicable,141
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers TAMANRASSET,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),14.14,value,,none_assigned,,not_applicable,142
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers TEBESSA,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),15.49,value,,none_assigned,,not_applicable,142
A16PSL01,TECHNIQUE (P.E.S) OPTION : GENIE ELECTRIQUE -- pour bacheliers TIZI-OUZOU,E30,ECOLE NORMALE SUPERIEURE D ENSEIGNEMENT TECHNIQUE DE SKIKDA (E.N.S.E.T),,NC,,NC,,not_applicable,142
